age,monthly_income,investment_knowledge,investment_experience,num_assets,time_horizon,goal_type,investment_frequency,dependents,market_sensitivity,net_worth,preferred_asset,education_level,employment_type,risk_profile,expected_return
63,9327,5,1,7,22,Retirement,Quarterly,0,4,1455734,Stocks,PhD,Retired,Speculative,5.14
65,6909,5,4,7,20,Retirement,Monthly,3,9,972306,Bonds,PhD,Freelance,Speculative,3.2
31,13393,5,2,5,20,Education,Yearly,1,10,1364956,Real Estate,Bachelors,Retired,Speculative,3.12
58,2941,4,9,5,15,Retirement,Monthly,4,0,1433428,Bonds,Bachelors,Freelance,Speculative,2.76
53,5221,8,7,8,8,Education,Yearly,3,4,803743,Stocks,High School,Salaried,Speculative,3.98
40,7543,5,9,6,28,Education,Monthly,4,9,1773192,Mixed,Bachelors,Salaried,Speculative,4.98
60,18942,1,1,1,2,Education,Monthly,4,2,600682,Mixed,Bachelors,Salaried,Speculative,2.66
23,15012,10,13,4,23,House,Monthly,4,0,608618,Real Estate,Bachelors,Salaried,Speculative,2.85
64,3121,5,3,1,18,Wealth Accumulation,Quarterly,1,9,1191108,Mixed,High School,Salaried,Speculative,3.61
22,18412,1,11,5,22,Retirement,Yearly,1,10,1773276,Crypto,High School,Retired,Speculative,3.87
60,12726,4,19,5,29,Wealth Accumulation,Quarterly,4,3,1779830,Mixed,PhD,Freelance,Speculative,4.37
42,6656,1,13,4,21,Wealth Accumulation,Quarterly,4,6,94028,Mixed,Masters,Retired,Moderate,3.74
35,9967,6,15,9,8,House,Monthly,3,6,927388,Crypto,PhD,Freelance,Speculative,3.37
30,16764,6,4,8,22,Education,Monthly,1,1,1172619,Crypto,High School,Unemployed,Speculative,3.01
60,16873,1,15,3,12,Wealth Accumulation,Quarterly,4,1,1114728,Bonds,High School,Retired,Speculative,6.8
31,12079,8,3,5,23,Education,Yearly,0,0,1705451,Stocks,PhD,Salaried,Speculative,2.0
45,19262,4,2,6,6,House,Monthly,1,1,1208769,Real Estate,PhD,Freelance,Speculative,4.26
35,3271,2,0,5,24,Wealth Accumulation,Quarterly,1,8,1482575,Crypto,PhD,Freelance,Speculative,2.62
45,2607,1,3,8,2,Retirement,Yearly,0,10,1255524,Real Estate,Masters,Retired,Speculative,2.0
68,16679,3,8,5,12,Wealth Accumulation,Yearly,4,8,1057916,Bonds,Masters,Retired,Speculative,2.89
44,17989,7,0,8,23,House,Quarterly,2,6,1801486,Mixed,Bachelors,Unemployed,Speculative,2.0
49,4665,10,15,3,21,House,Quarterly,1,10,742664,Stocks,Masters,Salaried,Speculative,3.57
64,17308,10,2,5,12,Wealth Accumulation,Yearly,4,2,1234252,Stocks,High School,Unemployed,Speculative,3.28
26,6852,8,5,4,13,Retirement,Yearly,0,7,899028,Crypto,Masters,Freelance,Speculative,3.33
57,6462,5,12,6,9,Education,Quarterly,0,3,926023,Mixed,High School,Salaried,Speculative,3.61
49,19528,7,16,3,15,Wealth Accumulation,Quarterly,1,4,1738115,Stocks,Bachelors,Retired,Speculative,3.49
37,5270,2,14,4,11,Wealth Accumulation,Yearly,0,9,1388641,Real Estate,Bachelors,Unemployed,Speculative,3.44
45,16697,4,11,4,9,Retirement,Monthly,0,4,1779795,Mixed,PhD,Unemployed,Speculative,3.88
50,18760,6,7,5,24,Retirement,Yearly,4,1,683778,Crypto,Masters,Freelance,Speculative,5.7
21,4462,5,15,6,8,House,Yearly,0,8,1175055,Real Estate,Bachelors,Unemployed,Speculative,4.84
63,16474,6,2,2,20,Education,Yearly,2,5,805372,Stocks,Masters,Salaried,Speculative,2.76
51,1347,2,3,8,28,Education,Yearly,4,5,1199043,Real Estate,Masters,Retired,Speculative,4.44
65,17384,7,6,4,24,Wealth Accumulation,Monthly,4,0,988536,Mixed,Bachelors,Retired,Speculative,2.82
20,1062,8,14,7,18,Education,Quarterly,1,1,160901,Real Estate,Bachelors,Retired,Aggressive,2.54
43,2783,9,10,7,11,House,Yearly,4,3,1240873,Crypto,High School,Unemployed,Speculative,2.1
25,9417,6,15,2,5,House,Quarterly,1,7,1409245,Stocks,Masters,Salaried,Speculative,4.43
23,7566,7,13,7,4,Retirement,Quarterly,0,7,1636089,Real Estate,Bachelors,Freelance,Speculative,5.81
33,18426,1,12,1,21,Retirement,Quarterly,3,8,165776,Real Estate,Bachelors,Salaried,Moderate,3.34
41,11872,9,8,2,5,House,Yearly,2,0,1978832,Bonds,Bachelors,Retired,Speculative,3.34
65,16318,6,17,5,21,Retirement,Yearly,2,10,12039,Mixed,PhD,Retired,Moderate,4.92
56,2234,4,2,8,7,House,Yearly,0,7,1633688,Crypto,High School,Retired,Speculative,3.09
47,2984,10,19,7,17,Retirement,Monthly,3,3,347534,Stocks,High School,Salaried,Speculative,5.48
62,18978,9,4,3,29,Wealth Accumulation,Quarterly,4,10,981998,Real Estate,Bachelors,Retired,Speculative,2.77
30,2952,1,1,9,18,Education,Monthly,3,4,381626,Bonds,Bachelors,Freelance,Moderate,2.61
22,19079,2,16,5,23,House,Monthly,4,9,1978729,Mixed,Bachelors,Salaried,Speculative,4.81
42,18338,3,15,3,1,Retirement,Yearly,4,4,924439,Crypto,Bachelors,Freelance,Speculative,3.4
37,4291,1,19,7,16,House,Quarterly,4,10,1615168,Bonds,Masters,Retired,Speculative,2.9
35,9548,2,12,4,9,Wealth Accumulation,Quarterly,3,6,79587,Mixed,High School,Salaried,Moderate,2.3
64,15504,2,19,1,12,House,Yearly,0,2,683168,Stocks,High School,Retired,Speculative,3.55
35,12787,7,10,5,19,Retirement,Yearly,4,4,1267006,Crypto,PhD,Salaried,Speculative,5.4
19,1968,10,7,8,11,Retirement,Monthly,0,6,1526441,Stocks,PhD,Retired,Speculative,3.38
27,17625,6,4,4,6,House,Yearly,4,5,53014,Mixed,High School,Salaried,Conservative,2.0
62,5234,9,1,7,4,House,Monthly,0,1,729751,Real Estate,PhD,Salaried,Speculative,3.01
67,9338,5,3,8,16,Retirement,Quarterly,0,7,351383,Real Estate,PhD,Salaried,Moderate,2.03
64,8349,9,2,9,3,Wealth Accumulation,Monthly,0,8,1989805,Real Estate,PhD,Retired,Speculative,3.92
29,14368,10,1,9,8,Wealth Accumulation,Yearly,1,8,548061,Stocks,PhD,Retired,Speculative,2.64
64,16201,9,2,5,16,Wealth Accumulation,Quarterly,3,8,1741540,Stocks,Masters,Retired,Speculative,4.46
30,17070,2,15,6,29,Education,Monthly,4,1,506407,Stocks,PhD,Salaried,Speculative,2.31
67,9734,9,19,7,2,Education,Monthly,4,9,1493298,Real Estate,High School,Retired,Speculative,5.96
64,9883,3,8,2,13,Education,Quarterly,1,2,1134047,Mixed,High School,Freelance,Speculative,3.95
28,2025,3,5,9,19,House,Monthly,0,3,1333598,Real Estate,PhD,Salaried,Speculative,2.0
36,13197,9,14,1,24,Education,Monthly,0,1,1322925,Mixed,Masters,Freelance,Speculative,3.9
52,4359,7,4,6,16,House,Monthly,4,5,269214,Mixed,PhD,Freelance,Moderate,4.56
56,6257,8,8,6,19,Wealth Accumulation,Yearly,2,6,1433056,Mixed,High School,Unemployed,Speculative,3.42
43,3951,7,5,7,8,Retirement,Yearly,4,8,497505,Crypto,PhD,Freelance,Speculative,2.05
63,8389,9,2,2,23,Education,Yearly,4,0,186283,Stocks,Bachelors,Unemployed,Aggressive,3.68
31,15666,8,12,6,2,Retirement,Monthly,1,6,1127737,Mixed,Bachelors,Unemployed,Speculative,4.0
62,15952,4,14,6,1,Education,Quarterly,0,4,1015273,Mixed,Bachelors,Salaried,Speculative,2.72
61,19939,2,10,9,17,Education,Monthly,3,2,1855252,Mixed,PhD,Salaried,Speculative,3.62
41,15227,5,15,8,18,Retirement,Monthly,4,10,398056,Stocks,PhD,Retired,Speculative,4.23
58,18534,2,14,5,7,Wealth Accumulation,Yearly,4,4,227824,Crypto,Masters,Freelance,Speculative,2.15
18,16624,4,5,7,9,Wealth Accumulation,Yearly,3,5,1936257,Stocks,Masters,Unemployed,Speculative,2.0
68,2735,2,13,7,23,Wealth Accumulation,Monthly,1,3,1222901,Real Estate,High School,Salaried,Speculative,4.7
60,18422,5,10,5,3,Retirement,Yearly,2,9,14091,Stocks,High School,Retired,Moderate,2.23
39,7369,6,19,7,24,House,Monthly,1,8,356860,Stocks,Bachelors,Unemployed,Speculative,4.38
40,8127,1,9,3,24,Retirement,Yearly,4,0,1229483,Bonds,Masters,Retired,Speculative,2.15
36,3912,8,15,7,25,House,Monthly,1,9,851270,Bonds,High School,Retired,Speculative,2.74
35,16464,2,11,6,11,Wealth Accumulation,Monthly,3,5,1612379,Crypto,PhD,Unemployed,Speculative,5.26
29,13606,5,6,6,28,House,Quarterly,1,9,840036,Stocks,PhD,Salaried,Speculative,3.84
45,2242,8,6,2,16,Wealth Accumulation,Yearly,4,10,1156950,Bonds,Bachelors,Freelance,Speculative,3.71
45,16636,5,17,2,29,Wealth Accumulation,Quarterly,3,10,1623813,Stocks,PhD,Salaried,Speculative,2.74
50,11108,3,14,7,9,Wealth Accumulation,Yearly,3,10,1330365,Mixed,High School,Salaried,Speculative,4.47
36,9098,6,5,1,12,Wealth Accumulation,Yearly,4,1,721878,Bonds,Bachelors,Unemployed,Speculative,3.67
45,4412,1,18,9,14,Retirement,Yearly,4,6,1632596,Bonds,Bachelors,Retired,Speculative,4.39
69,19883,1,7,3,25,Education,Quarterly,4,8,959427,Bonds,High School,Freelance,Speculative,2.14
66,12632,8,19,6,4,Education,Yearly,2,5,73237,Stocks,Bachelors,Salaried,Speculative,4.75
54,14231,7,14,3,26,Education,Monthly,4,10,1309958,Mixed,High School,Freelance,Speculative,2.74
43,16183,10,3,9,4,Retirement,Monthly,1,10,32195,Stocks,PhD,Salaried,Conservative,2.0
52,8160,10,17,7,11,Wealth Accumulation,Yearly,0,9,872643,Bonds,PhD,Freelance,Speculative,5.58
51,18597,3,12,1,2,Wealth Accumulation,Yearly,2,10,818504,Mixed,High School,Retired,Speculative,4.33
52,12123,8,0,4,24,Wealth Accumulation,Yearly,2,8,530888,Bonds,PhD,Retired,Aggressive,3.4
57,17802,8,7,5,18,Education,Yearly,0,10,140070,Crypto,High School,Freelance,Aggressive,3.75
33,5960,1,18,7,3,Wealth Accumulation,Yearly,1,7,59134,Mixed,Bachelors,Unemployed,Moderate,2.0
55,1788,10,16,7,25,House,Yearly,2,4,18280,Crypto,Masters,Retired,Speculative,4.76
30,19255,7,9,5,2,Retirement,Quarterly,2,7,1446134,Real Estate,Masters,Salaried,Speculative,2.73
40,14350,2,0,1,1,Wealth Accumulation,Monthly,4,4,879176,Bonds,High School,Salaried,Speculative,4.42
39,19409,2,0,5,5,Wealth Accumulation,Yearly,3,7,1785837,Real Estate,PhD,Freelance,Speculative,2.87
33,3446,2,4,5,7,Wealth Accumulation,Quarterly,2,6,1559135,Stocks,Bachelors,Freelance,Speculative,3.0
45,17183,5,0,4,20,House,Quarterly,1,4,609390,Crypto,PhD,Retired,Speculative,3.18
65,9752,7,19,6,4,Wealth Accumulation,Yearly,3,7,1909021,Real Estate,Masters,Freelance,Speculative,2.35
52,14440,4,12,8,27,Education,Quarterly,0,5,677892,Real Estate,PhD,Unemployed,Speculative,3.41
62,13096,4,8,5,3,Wealth Accumulation,Monthly,2,6,700766,Bonds,PhD,Retired,Speculative,2.71
63,17923,9,15,8,6,Education,Yearly,1,10,1843017,Mixed,Masters,Unemployed,Speculative,3.93
25,7499,10,7,5,12,Education,Yearly,0,4,389341,Bonds,Masters,Unemployed,Speculative,2.0
61,15767,9,13,3,29,Wealth Accumulation,Monthly,4,7,601424,Bonds,PhD,Salaried,Speculative,5.22
39,12337,7,16,8,16,House,Quarterly,4,10,547723,Stocks,PhD,Salaried,Speculative,4.14
38,16819,10,3,4,8,Education,Yearly,3,7,901369,Crypto,Bachelors,Freelance,Speculative,2.91
43,16784,4,6,3,11,Wealth Accumulation,Monthly,0,0,398432,Stocks,High School,Unemployed,Speculative,2.35
57,6311,8,16,3,13,Wealth Accumulation,Monthly,3,7,870486,Mixed,Bachelors,Unemployed,Speculative,4.72
38,12452,10,15,6,14,House,Yearly,0,9,1979743,Real Estate,Bachelors,Salaried,Speculative,2.33
42,15574,3,13,8,27,Wealth Accumulation,Monthly,0,7,53743,Crypto,PhD,Retired,Aggressive,2.49
58,19279,3,15,5,18,Retirement,Yearly,4,6,1044622,Stocks,Bachelors,Freelance,Speculative,2.75
18,16952,7,1,1,22,Retirement,Quarterly,3,5,434511,Stocks,Bachelors,Salaried,Speculative,2.51
23,3500,9,14,1,8,Retirement,Yearly,4,10,1471010,Mixed,Bachelors,Unemployed,Speculative,3.29
40,15718,4,10,3,1,Wealth Accumulation,Yearly,0,9,1911394,Real Estate,Bachelors,Salaried,Speculative,2.44
68,3829,4,12,6,4,Education,Monthly,4,2,72500,Real Estate,PhD,Salaried,Moderate,2.0
40,1047,1,3,2,17,House,Monthly,3,6,1503466,Crypto,Masters,Salaried,Speculative,3.83
60,3364,1,0,1,20,Wealth Accumulation,Quarterly,3,10,421444,Crypto,PhD,Unemployed,Aggressive,3.66
60,13864,3,14,7,27,Education,Yearly,1,3,1649901,Bonds,Bachelors,Unemployed,Speculative,4.14
40,9177,7,11,2,25,Wealth Accumulation,Quarterly,4,7,1378405,Mixed,High School,Freelance,Speculative,3.02
49,14347,9,8,8,22,Retirement,Monthly,1,10,216622,Crypto,High School,Retired,Speculative,3.32
47,8931,4,6,2,6,Retirement,Quarterly,0,4,1219812,Mixed,Masters,Freelance,Speculative,2.47
30,13841,2,2,1,5,Education,Yearly,4,2,10885,Crypto,High School,Freelance,Moderate,2.89
60,12844,6,15,2,14,Education,Yearly,2,5,1875084,Mixed,Bachelors,Salaried,Speculative,4.19
35,9594,6,3,2,19,Education,Yearly,1,5,1320153,Bonds,PhD,Freelance,Speculative,2.0
40,14418,9,13,7,14,House,Monthly,3,5,1008982,Stocks,PhD,Retired,Speculative,3.78
32,3086,4,12,1,2,Education,Monthly,1,7,895457,Stocks,High School,Freelance,Speculative,3.59
50,11419,8,19,3,9,Retirement,Yearly,4,0,1356478,Real Estate,Masters,Freelance,Speculative,4.58
38,12602,3,18,5,25,Retirement,Monthly,1,9,1522306,Bonds,PhD,Retired,Speculative,2.89
56,12182,2,1,7,7,House,Quarterly,3,0,1939081,Stocks,Masters,Retired,Speculative,2.0
40,13835,9,9,6,18,Wealth Accumulation,Quarterly,1,9,1442534,Bonds,PhD,Salaried,Speculative,3.25
44,18533,6,18,8,20,Education,Yearly,1,6,123680,Crypto,High School,Retired,Speculative,4.57
62,17446,8,14,1,11,House,Monthly,2,10,147588,Real Estate,PhD,Retired,Moderate,2.57
61,4153,10,6,7,8,Wealth Accumulation,Yearly,0,2,206816,Bonds,Bachelors,Salaried,Moderate,2.0
35,10200,9,14,9,26,Wealth Accumulation,Quarterly,3,7,1969191,Crypto,High School,Salaried,Speculative,2.17
41,11223,1,16,7,22,Education,Quarterly,0,2,1848641,Crypto,PhD,Salaried,Speculative,3.34
68,11273,1,15,6,21,Retirement,Monthly,2,5,1499293,Real Estate,Masters,Unemployed,Speculative,3.74
64,1751,5,16,9,27,Education,Quarterly,4,0,1420859,Mixed,PhD,Retired,Speculative,5.29
57,9849,9,15,4,10,Education,Monthly,4,1,823377,Real Estate,Bachelors,Freelance,Speculative,3.68
68,18084,7,17,6,18,Retirement,Monthly,2,6,1207620,Crypto,Masters,Freelance,Speculative,4.09
59,17220,7,16,6,17,Retirement,Quarterly,4,5,944491,Bonds,Bachelors,Unemployed,Speculative,3.95
24,11348,2,3,3,17,Retirement,Quarterly,4,0,1330259,Stocks,Masters,Freelance,Speculative,3.22
67,18924,3,1,7,1,Wealth Accumulation,Yearly,1,9,1478044,Stocks,High School,Retired,Speculative,3.37
65,7167,4,16,1,27,Wealth Accumulation,Monthly,1,6,1960517,Crypto,Bachelors,Unemployed,Speculative,2.0
37,7364,2,16,8,22,Education,Yearly,1,3,145302,Bonds,PhD,Salaried,Aggressive,3.59
44,2983,10,1,8,4,House,Monthly,2,0,1240466,Real Estate,Masters,Unemployed,Speculative,3.34
23,15629,9,1,8,11,Education,Quarterly,4,8,631221,Stocks,Masters,Freelance,Speculative,5.05
44,17288,5,14,9,9,House,Monthly,0,2,550862,Crypto,Masters,Unemployed,Speculative,3.86
26,12273,7,15,4,9,Education,Yearly,3,8,1892703,Mixed,High School,Freelance,Speculative,3.31
62,8648,9,10,6,3,Education,Monthly,4,6,742662,Stocks,High School,Freelance,Speculative,2.0
48,8894,5,1,7,6,Education,Quarterly,2,7,1806629,Stocks,Masters,Salaried,Speculative,3.79
38,14305,6,7,2,6,Wealth Accumulation,Yearly,1,6,12565,Crypto,PhD,Retired,Moderate,3.86
43,13925,4,11,6,10,Education,Monthly,3,9,784513,Mixed,Masters,Salaried,Speculative,3.95
57,19698,8,13,8,10,House,Monthly,3,10,1832879,Crypto,High School,Retired,Speculative,5.46
65,11327,1,13,4,17,Wealth Accumulation,Monthly,3,8,414837,Stocks,High School,Salaried,Speculative,2.03
62,19033,1,11,5,15,Education,Monthly,0,2,1338622,Crypto,Bachelors,Salaried,Speculative,2.32
30,12411,5,1,8,25,Retirement,Monthly,1,7,136909,Stocks,PhD,Salaried,Moderate,2.61
66,7900,10,13,3,4,Wealth Accumulation,Quarterly,1,1,1639225,Bonds,PhD,Freelance,Speculative,4.09
40,17137,9,11,6,22,Retirement,Quarterly,1,3,156597,Crypto,Masters,Retired,Speculative,4.11
37,4800,2,8,1,10,Education,Yearly,1,9,791503,Real Estate,PhD,Retired,Speculative,3.66
54,3478,3,7,4,28,House,Monthly,4,3,1787563,Crypto,High School,Freelance,Speculative,2.65
45,10967,8,19,6,8,Retirement,Quarterly,3,5,1154239,Bonds,PhD,Salaried,Speculative,4.74
34,11158,5,15,3,1,Retirement,Quarterly,3,2,1163795,Stocks,Masters,Retired,Speculative,3.04
45,8054,3,9,1,24,Wealth Accumulation,Monthly,3,0,1980236,Bonds,Bachelors,Retired,Speculative,3.03
58,7059,6,6,6,22,Retirement,Yearly,2,9,1111508,Bonds,Bachelors,Freelance,Speculative,2.0
19,10959,6,14,3,17,Education,Monthly,1,7,1695898,Crypto,Masters,Unemployed,Speculative,4.37
42,13007,5,8,8,12,Wealth Accumulation,Yearly,4,8,485917,Real Estate,High School,Salaried,Speculative,2.1
67,9433,5,3,7,12,Retirement,Yearly,4,6,770963,Real Estate,Bachelors,Freelance,Speculative,3.25
58,7209,6,5,7,25,House,Quarterly,2,8,1434791,Crypto,Masters,Freelance,Speculative,2.63
23,8115,2,11,8,13,Wealth Accumulation,Yearly,2,5,1200505,Real Estate,High School,Salaried,Speculative,2.43
28,14068,6,14,7,25,House,Quarterly,3,2,116141,Real Estate,PhD,Unemployed,Aggressive,3.94
55,19640,2,18,5,26,House,Quarterly,3,10,918852,Real Estate,Masters,Freelance,Speculative,4.23
23,4368,3,1,8,14,Wealth Accumulation,Monthly,3,8,1388973,Mixed,Masters,Freelance,Speculative,2.06
62,17128,2,18,8,8,Retirement,Monthly,3,0,1838168,Bonds,High School,Freelance,Speculative,5.25
28,3827,1,19,8,14,Retirement,Yearly,3,0,1016673,Stocks,Masters,Retired,Speculative,2.18
31,16990,1,19,6,7,House,Monthly,1,1,392581,Mixed,PhD,Retired,Speculative,2.0
19,3487,9,1,2,17,Retirement,Monthly,4,10,636631,Stocks,Masters,Unemployed,Speculative,2.0
57,14347,4,14,8,11,Wealth Accumulation,Yearly,1,3,1380755,Crypto,PhD,Retired,Speculative,4.14
20,17277,5,11,1,1,House,Monthly,4,2,892140,Mixed,High School,Unemployed,Speculative,2.0
52,2643,10,0,9,8,Education,Quarterly,0,0,1658805,Bonds,Masters,Salaried,Speculative,4.76
50,18596,7,13,9,13,Education,Monthly,0,6,1884887,Stocks,High School,Salaried,Speculative,4.11
41,1019,2,3,6,26,Education,Monthly,0,3,1919436,Mixed,PhD,Unemployed,Speculative,5.88
36,1675,10,10,6,24,Retirement,Monthly,4,10,76623,Crypto,High School,Salaried,Aggressive,3.48
35,17992,9,6,6,17,Education,Quarterly,2,0,1083854,Stocks,Bachelors,Salaried,Speculative,2.36
66,17445,4,12,4,24,Education,Yearly,1,5,1124992,Bonds,Bachelors,Unemployed,Speculative,3.42
69,10457,10,13,1,24,House,Quarterly,2,5,1723490,Bonds,Masters,Salaried,Speculative,4.36
41,2154,10,6,1,12,Wealth Accumulation,Yearly,4,0,1249441,Stocks,Masters,Salaried,Speculative,3.8
62,10820,1,10,1,26,House,Quarterly,3,6,1715156,Bonds,Masters,Salaried,Speculative,5.04
52,10818,8,19,5,16,House,Monthly,2,7,215146,Stocks,High School,Freelance,Speculative,2.72
18,4716,4,19,7,10,Education,Quarterly,4,4,1978293,Crypto,PhD,Retired,Speculative,4.9
53,6242,7,10,1,29,House,Yearly,0,9,714520,Stocks,High School,Retired,Speculative,2.77
42,6022,3,8,1,16,Education,Monthly,3,10,50437,Stocks,Bachelors,Retired,Moderate,4.43
62,18826,9,3,6,28,Retirement,Yearly,0,6,1188622,Stocks,Bachelors,Salaried,Speculative,4.79
66,2653,5,1,2,3,Education,Monthly,2,7,1184080,Stocks,Masters,Retired,Speculative,2.22
60,3502,5,1,2,1,Wealth Accumulation,Monthly,2,6,855537,Mixed,High School,Unemployed,Speculative,3.36
51,17665,3,8,7,19,House,Quarterly,1,2,797521,Bonds,PhD,Retired,Speculative,3.09
42,15086,9,18,9,24,Wealth Accumulation,Yearly,1,9,1176519,Bonds,High School,Unemployed,Speculative,3.68
33,4403,3,14,8,8,Wealth Accumulation,Quarterly,4,9,1548798,Real Estate,High School,Unemployed,Speculative,2.0
51,2235,2,17,2,16,House,Yearly,2,1,881396,Mixed,Bachelors,Salaried,Speculative,2.84
46,14149,9,15,7,28,House,Quarterly,0,8,779268,Bonds,PhD,Retired,Speculative,3.82
36,15396,9,1,5,15,House,Monthly,1,4,1511729,Mixed,Bachelors,Freelance,Speculative,3.58
40,15430,10,11,4,7,Wealth Accumulation,Yearly,0,8,833278,Stocks,High School,Freelance,Speculative,4.17
36,18169,4,0,4,2,Retirement,Yearly,4,3,1177217,Stocks,PhD,Unemployed,Speculative,2.45
42,14864,4,1,4,13,Wealth Accumulation,Quarterly,0,10,1268077,Bonds,High School,Unemployed,Speculative,3.91
33,16506,10,13,9,5,Retirement,Yearly,0,0,143292,Crypto,High School,Freelance,Speculative,3.05
68,12509,6,6,7,10,Education,Quarterly,3,7,1000469,Bonds,Masters,Salaried,Speculative,2.0
26,4194,9,16,7,8,House,Quarterly,4,4,775084,Crypto,PhD,Salaried,Speculative,2.0
18,5789,8,14,4,13,Wealth Accumulation,Yearly,1,3,667028,Stocks,High School,Unemployed,Speculative,2.23
59,11638,10,16,9,19,Retirement,Quarterly,3,8,165327,Real Estate,High School,Unemployed,Aggressive,2.94
36,6350,3,8,8,6,Retirement,Yearly,2,8,741744,Stocks,Bachelors,Freelance,Speculative,3.23
50,1533,6,12,4,18,Retirement,Monthly,2,1,755387,Mixed,High School,Unemployed,Speculative,5.44
51,4663,7,1,6,8,House,Quarterly,1,0,88913,Stocks,Bachelors,Retired,Moderate,2.0
33,1129,6,14,4,9,Retirement,Monthly,4,7,334376,Stocks,PhD,Unemployed,Speculative,4.52
61,13563,3,19,1,17,House,Quarterly,2,8,824556,Mixed,Bachelors,Salaried,Speculative,2.51
57,2858,9,10,5,4,Wealth Accumulation,Yearly,2,10,1644315,Stocks,Bachelors,Freelance,Speculative,4.18
35,16735,4,18,3,22,Retirement,Quarterly,2,3,196299,Bonds,High School,Retired,Speculative,3.11
51,13342,2,13,1,18,Retirement,Quarterly,4,10,1323272,Stocks,PhD,Unemployed,Speculative,4.82
42,4649,9,3,2,6,House,Yearly,2,0,1719674,Mixed,Masters,Freelance,Speculative,5.04
62,11978,3,10,2,11,House,Monthly,1,6,543834,Stocks,Masters,Unemployed,Speculative,5.1
23,5860,6,15,8,23,Wealth Accumulation,Yearly,1,4,740703,Mixed,PhD,Freelance,Speculative,3.41
38,10412,5,1,4,22,House,Monthly,1,4,341060,Crypto,High School,Retired,Speculative,3.57
23,9833,2,1,3,10,Wealth Accumulation,Monthly,3,4,355389,Mixed,PhD,Unemployed,Moderate,2.49
49,15135,1,8,4,26,Wealth Accumulation,Quarterly,1,9,86141,Real Estate,Bachelors,Salaried,Conservative,2.82
58,1723,9,3,1,11,Retirement,Quarterly,0,8,917238,Bonds,Bachelors,Retired,Speculative,4.33
65,1737,3,7,1,8,Education,Monthly,2,6,717010,Stocks,Masters,Unemployed,Speculative,3.18
60,14879,7,17,5,21,Education,Yearly,1,1,1769565,Bonds,PhD,Retired,Speculative,4.01
56,2299,9,14,7,3,House,Monthly,4,9,693631,Stocks,High School,Unemployed,Speculative,5.91
48,1339,9,1,9,2,House,Quarterly,4,8,1839148,Crypto,Bachelors,Unemployed,Speculative,4.84
59,1152,10,10,7,18,Education,Yearly,4,3,1899082,Bonds,High School,Unemployed,Speculative,2.46
27,10613,6,16,5,2,Wealth Accumulation,Yearly,3,4,880600,Stocks,High School,Retired,Speculative,3.59
47,14755,8,6,3,26,Education,Quarterly,4,1,562295,Crypto,PhD,Retired,Speculative,2.43
69,16982,9,7,8,12,Wealth Accumulation,Yearly,3,2,95107,Real Estate,Masters,Salaried,Moderate,3.82
35,1426,3,9,7,5,Wealth Accumulation,Yearly,2,4,1950086,Stocks,Bachelors,Freelance,Speculative,2.0
41,10327,6,2,4,26,House,Monthly,0,0,569519,Crypto,High School,Salaried,Speculative,4.4
69,19756,5,12,1,4,House,Monthly,4,0,436097,Real Estate,Masters,Salaried,Speculative,2.37
26,12521,7,16,3,16,House,Quarterly,4,0,1892123,Real Estate,Bachelors,Freelance,Speculative,2.38
48,18333,7,12,8,14,Education,Monthly,3,6,214954,Real Estate,Bachelors,Retired,Aggressive,2.0
32,2373,9,18,2,2,Education,Yearly,3,9,1774707,Stocks,Masters,Salaried,Speculative,2.0
21,8082,1,8,9,21,Education,Quarterly,0,3,1330991,Crypto,Masters,Unemployed,Speculative,2.86
57,10893,6,15,4,7,Wealth Accumulation,Quarterly,1,3,921814,Stocks,Bachelors,Salaried,Speculative,3.31
26,19866,5,4,7,21,House,Quarterly,3,10,847442,Mixed,Masters,Freelance,Speculative,2.0
62,8593,4,8,7,11,Retirement,Yearly,0,2,723988,Bonds,PhD,Retired,Speculative,2.0
26,10495,10,8,8,24,Education,Monthly,2,10,1670113,Crypto,High School,Freelance,Speculative,4.72
43,17754,1,5,7,12,Retirement,Yearly,4,1,1397790,Crypto,Masters,Unemployed,Speculative,3.49
21,8837,4,9,4,22,Retirement,Yearly,4,3,1583471,Stocks,High School,Unemployed,Speculative,3.74
34,12172,10,17,7,29,Education,Monthly,0,10,1786004,Mixed,PhD,Retired,Speculative,3.13
33,19680,7,10,5,25,Education,Monthly,0,1,1935287,Crypto,High School,Salaried,Speculative,2.59
32,11317,4,14,7,26,Education,Yearly,4,10,85433,Mixed,PhD,Retired,Moderate,2.0
52,11934,1,6,3,5,House,Monthly,3,10,548183,Bonds,Masters,Retired,Aggressive,3.85
69,19748,10,13,7,24,Retirement,Yearly,1,6,1128436,Crypto,PhD,Salaried,Speculative,5.11
22,6230,1,7,7,16,Wealth Accumulation,Monthly,2,9,1649621,Mixed,High School,Salaried,Speculative,3.73
22,14645,1,18,2,22,Retirement,Yearly,1,5,1645423,Mixed,Masters,Salaried,Speculative,3.07
37,9954,10,14,8,7,Wealth Accumulation,Monthly,1,5,1756036,Mixed,PhD,Salaried,Speculative,3.14
32,13254,5,18,7,28,Retirement,Quarterly,1,1,1398203,Mixed,High School,Salaried,Speculative,4.34
35,18388,7,17,9,8,Retirement,Monthly,4,10,472297,Stocks,Bachelors,Salaried,Speculative,4.98
